Source_tissue	Target_tissue	Source_cytokine_ensembl	Target_cytokine_ensembl	Source_cytokine_genename	Target_cytokine_genename	Source_cytokine_description	Target_cytokine_description	Source_cytokine_uniprot	Target_cytokine_uniprot	Receptor_ensembl	Receptor_genename	Receptor_synonym	Receptor_uniprot	Receptor_description	Source_tissue_ontology	Target_tissue_ontology	reference_first	reference_second	Action.Sentiment_first	Action.Sentiment_second	NumPapers_first	NumPapers_second	Enrichment.Score_first	Enrichment.Score_second
non-classical monocyte	neutrophil	ENSG00000232810	ENSG00000163235	TNF	TGFA	Tumor necrosis factor	Transforming growth factor alpha	P01375	P01135	ENSG00000111321	LTBR	D12S370, TNF-R-III, TNFCR, TNFR-RP, TNFR2-RP, TNFRSF3	P36941	Lymphotoxin beta receptor	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	neutrophil	ENSG00000232810	ENSG00000163735	TNF	CXCL5	Tumor necrosis factor	C-X-C motif chemokine ligand 5	P01375	P42830	ENSG00000067182	TNFRSF1A	CD120a, TNF-R, TNF-R-I, TNF-R55, TNFAR, TNFR1, TNFR60	P19438	TNF receptor superfamily member 1A	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	neutrophil	ENSG00000232810	ENSG00000163735	TNF	CXCL5	Tumor necrosis factor	C-X-C motif chemokine ligand 5	P01375	P42830	ENSG00000111321	LTBR	D12S370, TNF-R-III, TNFCR, TNFR-RP, TNFR2-RP, TNFRSF3	P36941	Lymphotoxin beta receptor	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	neutrophil	ENSG00000232810	ENSG00000163736	TNF	PPBP	Tumor necrosis factor	Pro-platelet basic protein	P01375	P02775	ENSG00000067182	TNFRSF1A	CD120a, TNF-R, TNF-R-I, TNF-R55, TNFAR, TNFR1, TNFR60	P19438	TNF receptor superfamily member 1A	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	neutrophil	ENSG00000232810	ENSG00000163736	TNF	PPBP	Tumor necrosis factor	Pro-platelet basic protein	P01375	P02775	ENSG00000111321	LTBR	D12S370, TNF-R-III, TNFCR, TNFR-RP, TNFR2-RP, TNFRSF3	P36941	Lymphotoxin beta receptor	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	neutrophil	ENSG00000232810	ENSG00000163737	TNF	PF4	Tumor necrosis factor	Platelet factor 4	P01375	P02776	ENSG00000067182	TNFRSF1A	CD120a, TNF-R, TNF-R-I, TNF-R55, TNFAR, TNFR1, TNFR60	P19438	TNF receptor superfamily member 1A	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	neutrophil	ENSG00000232810	ENSG00000163737	TNF	PF4	Tumor necrosis factor	Platelet factor 4	P01375	P02776	ENSG00000111321	LTBR	D12S370, TNF-R-III, TNFCR, TNFR-RP, TNFR2-RP, TNFRSF3	P36941	Lymphotoxin beta receptor	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	neutrophil	ENSG00000232810	ENSG00000163739	TNF	CXCL1	Tumor necrosis factor	C-X-C motif chemokine ligand 1	P01375	P09341	ENSG00000067182	TNFRSF1A	CD120a, TNF-R, TNF-R-I, TNF-R55, TNFAR, TNFR1, TNFR60	P19438	TNF receptor superfamily member 1A	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	neutrophil	ENSG00000232810	ENSG00000163739	TNF	CXCL1	Tumor necrosis factor	C-X-C motif chemokine ligand 1	P01375	P09341	ENSG00000111321	LTBR	D12S370, TNF-R-III, TNFCR, TNFR-RP, TNFR2-RP, TNFRSF3	P36941	Lymphotoxin beta receptor	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	neutrophil	ENSG00000232810	ENSG00000169429	TNF	CXCL8	Tumor necrosis factor	C-X-C motif chemokine ligand 8	P01375	P10145	ENSG00000067182	TNFRSF1A	CD120a, TNF-R, TNF-R-I, TNF-R55, TNFAR, TNFR1, TNFR60	P19438	TNF receptor superfamily member 1A	NA	CL_0000775	NA	NA	NA	Positive	NA	162	NA	11.04
non-classical monocyte	neutrophil	ENSG00000232810	ENSG00000169429	TNF	CXCL8	Tumor necrosis factor	C-X-C motif chemokine ligand 8	P01375	P10145	ENSG00000111321	LTBR	D12S370, TNF-R-III, TNFCR, TNFR-RP, TNFR2-RP, TNFRSF3	P36941	Lymphotoxin beta receptor	NA	CL_0000775	NA	NA	NA	Positive	NA	162	NA	11.04
non-classical monocyte	neutrophil	ENSG00000232810	ENSG00000217555	TNF	CKLF	Tumor necrosis factor	Chemokine like factor	P01375	Q9UBR5	ENSG00000067182	TNFRSF1A	CD120a, TNF-R, TNF-R-I, TNF-R55, TNFAR, TNFR1, TNFR60	P19438	TNF receptor superfamily member 1A	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	neutrophil	ENSG00000232810	ENSG00000217555	TNF	CKLF	Tumor necrosis factor	Chemokine like factor	P01375	Q9UBR5	ENSG00000111321	LTBR	D12S370, TNF-R-III, TNFCR, TNFR-RP, TNFR2-RP, TNFRSF3	P36941	Lymphotoxin beta receptor	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	neutrophil	ENSG00000232810	ENSG00000276085	TNF	CCL3L1	Tumor necrosis factor	C-C motif chemokine ligand 3 like 1	P01375	P16619	ENSG00000067182	TNFRSF1A	CD120a, TNF-R, TNF-R-I, TNF-R55, TNFAR, TNFR1, TNFR60	P19438	TNF receptor superfamily member 1A	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	neutrophil	ENSG00000232810	ENSG00000276085	TNF	CCL3L1	Tumor necrosis factor	C-C motif chemokine ligand 3 like 1	P01375	P16619	ENSG00000111321	LTBR	D12S370, TNF-R-III, TNFCR, TNFR-RP, TNFR2-RP, TNFRSF3	P36941	Lymphotoxin beta receptor	NA	CL_0000775	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	NK-cell	ENSG00000120337	ENSG00000120659	TNFSF18	TNFSF11	TNF superfamily member 18	TNF superfamily member 11	Q9UNG2	O14788	ENSG00000186891	TNFRSF18	AITR, CD357, GITR	Q9Y5U5	TNF receptor superfamily member 18	NA	CL_0000623	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	NK-cell	ENSG00000120337	ENSG00000125571	TNFSF18	IL37	TNF superfamily member 18	Interleukin 37	Q9UNG2	Q9NZH6	ENSG00000186891	TNFRSF18	AITR, CD357, GITR	Q9Y5U5	TNF receptor superfamily member 18	NA	CL_0000623	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	NK-cell	ENSG00000120337	ENSG00000128342	TNFSF18	LIF	TNF superfamily member 18	LIF, interleukin 6 family cytokine	Q9UNG2	P15018	ENSG00000186891	TNFRSF18	AITR, CD357, GITR	Q9Y5U5	TNF receptor superfamily member 18	NA	CL_0000623	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	NK-cell	ENSG00000120337	ENSG00000131142	TNFSF18	CCL25	TNF superfamily member 18	C-C motif chemokine ligand 25	Q9UNG2	O15444	ENSG00000186891	TNFRSF18	AITR, CD357, GITR	Q9Y5U5	TNF receptor superfamily member 18	NA	CL_0000623	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	NK-cell	ENSG00000120337	ENSG00000143184	TNFSF18	XCL1	TNF superfamily member 18	X-C motif chemokine ligand 1	Q9UNG2	P47992	ENSG00000186891	TNFRSF18	AITR, CD357, GITR	Q9Y5U5	TNF receptor superfamily member 18	NA	CL_0000623	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	NK-cell	ENSG00000120337	ENSG00000143185	TNFSF18	XCL2	TNF superfamily member 18	X-C motif chemokine ligand 2	Q9UNG2	Q9UBD3	ENSG00000186891	TNFRSF18	AITR, CD357, GITR	Q9Y5U5	TNF receptor superfamily member 18	NA	CL_0000623	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	NK-cell	ENSG00000120337	ENSG00000164400	TNFSF18	CSF2	TNF superfamily member 18	Colony stimulating factor 2	Q9UNG2	P04141	ENSG00000186891	TNFRSF18	AITR, CD357, GITR	Q9Y5U5	TNF receptor superfamily member 18	NA	CL_0000623	NA	NA	NA	Positive	NA	4	NA	0.43
non-classical monocyte	NK-cell	ENSG00000120337	ENSG00000182393	TNFSF18	IFNL1	TNF superfamily member 18	Interferon lambda 1	Q9UNG2	Q8IU54	ENSG00000186891	TNFRSF18	AITR, CD357, GITR	Q9Y5U5	TNF receptor superfamily member 18	NA	CL_0000623	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	plasmacytoid DC	ENSG00000138755	ENSG00000161955	CXCL9	TNFSF13	C-X-C motif chemokine ligand 9	TNF superfamily member 13	Q07325	O75888	ENSG00000186810	CXCR3	CD183, CKR-L2, CMKAR3, GPR9, IP10-R, MigR	P49682	C-X-C motif chemokine receptor 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	plasmacytoid DC	ENSG00000169245	ENSG00000161955	CXCL10	TNFSF13	C-X-C motif chemokine ligand 10	TNF superfamily member 13	P02778	O75888	ENSG00000186810	CXCR3	CD183, CKR-L2, CMKAR3, GPR9, IP10-R, MigR	P49682	C-X-C motif chemokine receptor 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	plasmacytoid DC	ENSG00000232810	ENSG00000161955	TNF	TNFSF13	Tumor necrosis factor	TNF superfamily member 13	P01375	O75888	ENSG00000146072	TNFRSF21	CD358, DR6	O75509	TNF receptor superfamily member 21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	skeletal muscle	ENSG00000161955	ENSG00000138798	TNFSF13	EGF	TNF superfamily member 13	Epidermal growth factor	O75888	P01133	ENSG00000240505	TNFRSF13B	CD267, IGAD2, TACI	O14836	TNF receptor superfamily member 13B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	skeletal muscle	ENSG00000161955	ENSG00000197461	TNFSF13	PDGFA	TNF superfamily member 13	Platelet derived growth factor subunit A	O75888	P04085	ENSG00000240505	TNFRSF13B	CD267, IGAD2, TACI	O14836	TNF receptor superfamily member 13B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	skin 1	ENSG00000120337	ENSG00000125571	TNFSF18	IL37	TNF superfamily member 18	Interleukin 37	Q9UNG2	Q9NZH6	ENSG00000186891	TNFRSF18	AITR, CD357, GITR	Q9Y5U5	TNF receptor superfamily member 18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	skin 1	ENSG00000120337	ENSG00000136688	TNFSF18	IL36G	TNF superfamily member 18	Interleukin 36 gamma	Q9UNG2	Q9NZH8	ENSG00000186891	TNFRSF18	AITR, CD357, GITR	Q9Y5U5	TNF receptor superfamily member 18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	skin 1	ENSG00000120337	ENSG00000136695	TNFSF18	IL36RN	TNF superfamily member 18	Interleukin 36 receptor antagonist	Q9UNG2	Q9UBH0	ENSG00000186891	TNFRSF18	AITR, CD357, GITR	Q9Y5U5	TNF receptor superfamily member 18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	skin 1	ENSG00000120337	ENSG00000136697	TNFSF18	IL1F10	TNF superfamily member 18	Interleukin 1 family member 10	Q9UNG2	Q8WWZ1	ENSG00000186891	TNFRSF18	AITR, CD357, GITR	Q9Y5U5	TNF receptor superfamily member 18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	skin 1	ENSG00000120337	ENSG00000137747	TNFSF18	TMPRSS13	TNF superfamily member 18	Transmembrane serine protease 13	Q9UNG2	Q9BYE2	ENSG00000186891	TNFRSF18	AITR, CD357, GITR	Q9Y5U5	TNF receptor superfamily member 18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	skin 1	ENSG00000120337	ENSG00000145824	TNFSF18	CXCL14	TNF superfamily member 18	C-X-C motif chemokine ligand 14	Q9UNG2	O95715	ENSG00000186891	TNFRSF18	AITR, CD357, GITR	Q9Y5U5	TNF receptor superfamily member 18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	skin 1	ENSG00000120337	ENSG00000145839	TNFSF18	IL9	TNF superfamily member 18	Interleukin 9	Q9UNG2	P15248	ENSG00000186891	TNFRSF18	AITR, CD357, GITR	Q9Y5U5	TNF receptor superfamily member 18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	skin 1	ENSG00000120337	ENSG00000147896	TNFSF18	IFNK	TNF superfamily member 18	Interferon kappa	Q9UNG2	Q9P0W0	ENSG00000186891	TNFRSF18	AITR, CD357, GITR	Q9Y5U5	TNF receptor superfamily member 18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	skin 1	ENSG00000120337	ENSG00000150782	TNFSF18	IL18	TNF superfamily member 18	Interleukin 18	Q9UNG2	Q14116	ENSG00000186891	TNFRSF18	AITR, CD357, GITR	Q9Y5U5	TNF receptor superfamily member 18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	skin 1	ENSG00000120337	ENSG00000157368	TNFSF18	IL34	TNF superfamily member 18	Interleukin 34	Q9UNG2	Q6ZMJ4	ENSG00000186891	TNFRSF18	AITR, CD357, GITR	Q9Y5U5	TNF receptor superfamily member 18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	skin 1	ENSG00000120337	ENSG00000197110	TNFSF18	IFNL3	TNF superfamily member 18	Interferon lambda 3	Q9UNG2	Q8IZI9	ENSG00000186891	TNFRSF18	AITR, CD357, GITR	Q9Y5U5	TNF receptor superfamily member 18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	skin 1	ENSG00000120337	ENSG00000213927	TNFSF18	CCL27	TNF superfamily member 18	C-C motif chemokine ligand 27	Q9UNG2	Q9Y4X3	ENSG00000186891	TNFRSF18	AITR, CD357, GITR	Q9Y5U5	TNF receptor superfamily member 18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	thyroid gland	ENSG00000161955	ENSG00000138755	TNFSF13	CXCL9	TNF superfamily member 13	C-X-C motif chemokine ligand 9	O75888	Q07325	ENSG00000169439	SDC2	CD362, fibroglycan, HSPG, HSPG1, SYND2	P34741	Syndecan 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
non-classical monocyte	thyroid gland	ENSG00000161955	ENSG00000169248	TNFSF13	CXCL11	TNF superfamily member 13	C-X-C motif chemokine ligand 11	O75888	O14625	ENSG00000169439	SDC2	CD362, fibroglycan, HSPG, HSPG1, SYND2	P34741	Syndecan 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ovary	basophil	ENSG00000006606	ENSG00000019991	CCL26	HGF	C-C motif chemokine ligand 26	Hepatocyte growth factor	Q9Y258	P14210	ENSG00000121807	CCR2	CC-CKR-2, CD192, CKR2, CMKBR2, FLJ78302, MCP-1-R	P41597	C-C motif chemokine receptor 2	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
ovary	basophil	ENSG00000006606	ENSG00000019991	CCL26	HGF	C-C motif chemokine ligand 26	Hepatocyte growth factor	Q9Y258	P14210	ENSG00000183625	CCR3	CC-CKR-3, CD193, CKR3, CMKBR3	P51677	C-C motif chemokine receptor 3	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
ovary	basophil	ENSG00000006606	ENSG00000099985	CCL26	OSM	C-C motif chemokine ligand 26	Oncostatin M	Q9Y258	P13725	ENSG00000121807	CCR2	CC-CKR-2, CD192, CKR2, CMKBR2, FLJ78302, MCP-1-R	P41597	C-C motif chemokine receptor 2	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
ovary	basophil	ENSG00000006606	ENSG00000099985	CCL26	OSM	C-C motif chemokine ligand 26	Oncostatin M	Q9Y258	P13725	ENSG00000183625	CCR3	CC-CKR-3, CD193, CKR3, CMKBR3	P51677	C-C motif chemokine receptor 3	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
ovary	basophil	ENSG00000006606	ENSG00000113520	CCL26	IL4	C-C motif chemokine ligand 26	Interleukin 4	Q9Y258	P05112	ENSG00000121807	CCR2	CC-CKR-2, CD192, CKR2, CMKBR2, FLJ78302, MCP-1-R	P41597	C-C motif chemokine receptor 2	NA	CL_0000767	NA	376|Eosinophils, basophils, and mast cells are each attractive possibilities because they can produce abundant IL-4 when activated by chitin, a polysaccharide present in helminth parasites, as well as in insects and crustaceans, which induces TH2 responses.;451|However, eosinophils and basophils that are recruited by chemokines produced by ILC2s are activated to produce IL-4 in response to the IL-5 and IL-13 produced by ILC2s, possibly providing an indirect mechanism by which TH2 differentiation is directed by ILC2s.;612|The specific IgE produced in response to the allergen binds to the high-affinity receptor for IgE on mast cells and basophils. IgE production can be amplified by these cells because, upon activation, they produce IL-4 and express CD40 ligand.;617|Basophils express high-affinity FcεRI on their cell surfaces and so have IgE bound. On activation by antigen binding to IgE or by cytokines, they release histamine from their granules and also produce IL-4 and IL-13.	NA	Positive	NA	35	NA	28.76
ovary	basophil	ENSG00000006606	ENSG00000113520	CCL26	IL4	C-C motif chemokine ligand 26	Interleukin 4	Q9Y258	P05112	ENSG00000121807	CCR2	CC-CKR-2, CD192, CKR2, CMKBR2, FLJ78302, MCP-1-R	P41597	C-C motif chemokine receptor 2	NA	CL_0000767	NA	605|Figure 14.3	NA	Positive	NA	35	NA	28.76
ovary	basophil	ENSG00000006606	ENSG00000113520	CCL26	IL4	C-C motif chemokine ligand 26	Interleukin 4	Q9Y258	P05112	ENSG00000183625	CCR3	CC-CKR-3, CD193, CKR3, CMKBR3	P51677	C-C motif chemokine receptor 3	NA	CL_0000767	NA	376|Eosinophils, basophils, and mast cells are each attractive possibilities because they can produce abundant IL-4 when activated by chitin, a polysaccharide present in helminth parasites, as well as in insects and crustaceans, which induces TH2 responses.;451|However, eosinophils and basophils that are recruited by chemokines produced by ILC2s are activated to produce IL-4 in response to the IL-5 and IL-13 produced by ILC2s, possibly providing an indirect mechanism by which TH2 differentiation is directed by ILC2s.;612|The specific IgE produced in response to the allergen binds to the high-affinity receptor for IgE on mast cells and basophils. IgE production can be amplified by these cells because, upon activation, they produce IL-4 and express CD40 ligand.;617|Basophils express high-affinity FcεRI on their cell surfaces and so have IgE bound. On activation by antigen binding to IgE or by cytokines, they release histamine from their granules and also produce IL-4 and IL-13.	NA	Positive	NA	35	NA	28.76
ovary	basophil	ENSG00000006606	ENSG00000113520	CCL26	IL4	C-C motif chemokine ligand 26	Interleukin 4	Q9Y258	P05112	ENSG00000183625	CCR3	CC-CKR-3, CD193, CKR3, CMKBR3	P51677	C-C motif chemokine receptor 3	NA	CL_0000767	NA	605|Figure 14.3	NA	Positive	NA	35	NA	28.76
ovary	basophil	ENSG00000006606	ENSG00000121858	CCL26	TNFSF10	C-C motif chemokine ligand 26	TNF superfamily member 10	Q9Y258	P50591	ENSG00000121807	CCR2	CC-CKR-2, CD192, CKR2, CMKBR2, FLJ78302, MCP-1-R	P41597	C-C motif chemokine receptor 2	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
ovary	basophil	ENSG00000006606	ENSG00000121858	CCL26	TNFSF10	C-C motif chemokine ligand 26	TNF superfamily member 10	Q9Y258	P50591	ENSG00000183625	CCR3	CC-CKR-3, CD193, CKR3, CMKBR3	P51677	C-C motif chemokine receptor 3	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
ovary	basophil	ENSG00000006606	ENSG00000140285	CCL26	FGF7	C-C motif chemokine ligand 26	Fibroblast growth factor 7	Q9Y258	P21781	ENSG00000121807	CCR2	CC-CKR-2, CD192, CKR2, CMKBR2, FLJ78302, MCP-1-R	P41597	C-C motif chemokine receptor 2	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
ovary	basophil	ENSG00000006606	ENSG00000140285	CCL26	FGF7	C-C motif chemokine ligand 26	Fibroblast growth factor 7	Q9Y258	P21781	ENSG00000183625	CCR3	CC-CKR-3, CD193, CKR3, CMKBR3	P51677	C-C motif chemokine receptor 3	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
ovary	basophil	ENSG00000006606	ENSG00000142224	CCL26	IL19	C-C motif chemokine ligand 26	Interleukin 19	Q9Y258	Q9UHD0	ENSG00000121807	CCR2	CC-CKR-2, CD192, CKR2, CMKBR2, FLJ78302, MCP-1-R	P41597	C-C motif chemokine receptor 2	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
ovary	basophil	ENSG00000006606	ENSG00000142224	CCL26	IL19	C-C motif chemokine ligand 26	Interleukin 19	Q9Y258	Q9UHD0	ENSG00000183625	CCR3	CC-CKR-3, CD193, CKR3, CMKBR3	P51677	C-C motif chemokine receptor 3	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
ovary	basophil	ENSG00000006606	ENSG00000163235	CCL26	TGFA	C-C motif chemokine ligand 26	Transforming growth factor alpha	Q9Y258	P01135	ENSG00000121807	CCR2	CC-CKR-2, CD192, CKR2, CMKBR2, FLJ78302, MCP-1-R	P41597	C-C motif chemokine receptor 2	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
ovary	basophil	ENSG00000006606	ENSG00000163235	CCL26	TGFA	C-C motif chemokine ligand 26	Transforming growth factor alpha	Q9Y258	P01135	ENSG00000183625	CCR3	CC-CKR-3, CD193, CKR3, CMKBR3	P51677	C-C motif chemokine receptor 3	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
ovary	basophil	ENSG00000006606	ENSG00000163736	CCL26	PPBP	C-C motif chemokine ligand 26	Pro-platelet basic protein	Q9Y258	P02775	ENSG00000121807	CCR2	CC-CKR-2, CD192, CKR2, CMKBR2, FLJ78302, MCP-1-R	P41597	C-C motif chemokine receptor 2	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
ovary	basophil	ENSG00000006606	ENSG00000163736	CCL26	PPBP	C-C motif chemokine ligand 26	Pro-platelet basic protein	Q9Y258	P02775	ENSG00000183625	CCR3	CC-CKR-3, CD193, CKR3, CMKBR3	P51677	C-C motif chemokine receptor 3	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
ovary	basophil	ENSG00000006606	ENSG00000163737	CCL26	PF4	C-C motif chemokine ligand 26	Platelet factor 4	Q9Y258	P02776	ENSG00000121807	CCR2	CC-CKR-2, CD192, CKR2, CMKBR2, FLJ78302, MCP-1-R	P41597	C-C motif chemokine receptor 2	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
ovary	basophil	ENSG00000006606	ENSG00000163737	CCL26	PF4	C-C motif chemokine ligand 26	Platelet factor 4	Q9Y258	P02776	ENSG00000183625	CCR3	CC-CKR-3, CD193, CKR3, CMKBR3	P51677	C-C motif chemokine receptor 3	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
ovary	basophil	ENSG00000006606	ENSG00000184371	CCL26	CSF1	C-C motif chemokine ligand 26	Colony stimulating factor 1	Q9Y258	P09603	ENSG00000121807	CCR2	CC-CKR-2, CD192, CKR2, CMKBR2, FLJ78302, MCP-1-R	P41597	C-C motif chemokine receptor 2	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
ovary	basophil	ENSG00000006606	ENSG00000184371	CCL26	CSF1	C-C motif chemokine ligand 26	Colony stimulating factor 1	Q9Y258	P09603	ENSG00000183625	CCR3	CC-CKR-3, CD193, CKR3, CMKBR3	P51677	C-C motif chemokine receptor 3	NA	CL_0000767	NA	NA	NA	NA	NA	NA	NA	NA
ovary	brain	ENSG00000006606	ENSG00000095752	CCL26	IL11	C-C motif chemokine ligand 26	Interleukin 11	Q9Y258	P20809	ENSG00000168329	CX3CR1	CCRL1, CMKBRL1, CMKDR1, GPR13, V28	P49238	C-X3-C motif chemokine receptor 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ovary	brain	ENSG00000006606	ENSG00000113578	CCL26	FGF1	C-C motif chemokine ligand 26	Fibroblast growth factor 1	Q9Y258	P05230	ENSG00000168329	CX3CR1	CCRL1, CMKBRL1, CMKDR1, GPR13, V28	P49238	C-X3-C motif chemokine receptor 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ovary	brain	ENSG00000006606	ENSG00000120235	CCL26	IFNA6	C-C motif chemokine ligand 26	Interferon alpha 6	Q9Y258	P05013	ENSG00000168329	CX3CR1	CCRL1, CMKBRL1, CMKDR1, GPR13, V28	P49238	C-X3-C motif chemokine receptor 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ovary	brain	ENSG00000006606	ENSG00000120337	CCL26	TNFSF18	C-C motif chemokine ligand 26	TNF superfamily member 18	Q9Y258	Q9UNG2	ENSG00000168329	CX3CR1	CCRL1, CMKBRL1, CMKDR1, GPR13, V28	P49238	C-X3-C motif chemokine receptor 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ovary	brain	ENSG00000006606	ENSG00000145839	CCL26	IL9	C-C motif chemokine ligand 26	Interleukin 9	Q9Y258	P15248	ENSG00000168329	CX3CR1	CCRL1, CMKBRL1, CMKDR1, GPR13, V28	P49238	C-X3-C motif chemokine receptor 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ovary	brain	ENSG00000006606	ENSG00000147896	CCL26	IFNK	C-C motif chemokine ligand 26	Interferon kappa	Q9Y258	Q9P0W0	ENSG00000168329	CX3CR1	CCRL1, CMKBRL1, CMKDR1, GPR13, V28	P49238	C-X3-C motif chemokine receptor 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ovary	brain	ENSG00000006606	ENSG00000188379	CCL26	IFNA2	C-C motif chemokine ligand 26	Interferon alpha 2	Q9Y258	P01563	ENSG00000168329	CX3CR1	CCRL1, CMKBRL1, CMKDR1, GPR13, V28	P49238	C-X3-C motif chemokine receptor 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ovary	brain	ENSG00000006606	ENSG00000197110	CCL26	IFNL3	C-C motif chemokine ligand 26	Interferon lambda 3	Q9Y258	Q8IZI9	ENSG00000168329	CX3CR1	CCRL1, CMKBRL1, CMKDR1, GPR13, V28	P49238	C-X3-C motif chemokine receptor 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ovary	brain	ENSG00000006606	ENSG00000197272	CCL26	IL27	C-C motif chemokine ligand 26	Interleukin 27	Q9Y258	Q8NEV9	ENSG00000168329	CX3CR1	CCRL1, CMKBRL1, CMKDR1, GPR13, V28	P49238	C-X3-C motif chemokine receptor 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ovary	brain	ENSG00000006606	ENSG00000197919	CCL26	IFNA1	C-C motif chemokine ligand 26	Interferon alpha 1	Q9Y258	P01562	ENSG00000168329	CX3CR1	CCRL1, CMKBRL1, CMKDR1, GPR13, V28	P49238	C-X3-C motif chemokine receptor 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ovary	brain	ENSG00000006606	ENSG00000233816	CCL26	IFNA13	C-C motif chemokine ligand 26	Interferon alpha 13	Q9Y258	P01562	ENSG00000168329	CX3CR1	CCRL1, CMKBRL1, CMKDR1, GPR13, V28	P49238	C-X3-C motif chemokine receptor 1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
